id`ingredients_text`allergens`traces_tags`additives_tags`ingredients_from_palm_oil_tags`ingredients_that_may_be_from_palm_oil_tags`product_id
470734`woda źródlana 99 %, regulator kwasowości: kwas cytrynowy; substancje słodzące: acesulfam K, sukraloza; aromat truskawkowy, sok truskawkowy z zagęszczonego soku 0,1 %.```e330,e950,e955```2240179
472068`Dostarcza witaminy z grupy B (BI i B2 kwas pantotenowy i B12) oraz witaminę C, a także wapń i magnez, które przyczyniają się do prawidłowego metabolizmu energetycznego. Witamina C przyczynia się do ochrony komórek przed stresem oksydacyjnym oraz do zmniejszenia uczucia zmęczenia i znużenia. Magnez przyczynia się do zmniejszenia uczucia zmęczenia i znużenia.``````2241513
473370`woda źródlana 99 %. regulator kwasowości: kwas cyfrynowy; substancje stodzące::acesulfam K, sukraloza; aromat arbuzowy.```e950,e955```2242815
474898`daktyle suszone 100%``en:gluten,en:nuts,en:sesame-seeds````2244343
476661`Kasza pęczak jęczmienny kujawski``````2246106
476789`gryka``en:may-contain-traces-of-gluten````2246234
478468`66% koncentrat pomidorowy (odpowiada 184 g pomidorów na 100 g ketchupu), syrop glukozowo-fruktozowy, ocet alkoholowy, sól, ekstrakty przypraw``````2247913
481518`Sok z malin 75%, cukier 25%``````2250963
484804`olej rzepakowy (51%), woda, masa _jajeczna_ (10,2%) (_jajo_ kurze, żółtko - _jaja_ kurzego), musztarda (woda, ocet spirytusowy, _gorczyca_, cukier, sól), cukier, ocet winny biały, skrobia modyfikowana, sól, koncentrat soku z cytryny, stabilizatory (guma guar, guma ksantanowa), aromaty, aromat naturalny, barwnik: karoteny, przeciwutleniacz: E385.```e14xx,e160a,e385,e412,e415```2254249
485222`27,5% bita śmietana** (mleko), mleko odtłuszczone**, cukier, serwatka** (mleko), syrop glukozowo-fruktozowy, masa kakaowa, kakao niskotłuszczowe, masło kakaowe, mono- i diglicerydy kwasów tłuszczowych*, lecytyny (soja), mąka z nasion chleba świętojańskiego, guma guar, naturalny aromat waniliowy Bourbon.`en:milk,en:soybeans`en:gluten,en:nuts,en:peanuts,en:soybeans`e322i,e410,e412,e471``e471-mono-et-diglycerides-d-acides-gras-alimentaires`2254667
485501`62% płatki zbożowe pełnoziarniste (owsiane, pszenne, żytnie), 25% sułtanki, kawałki chipsów bananowych (banany, olej kokosowy, cukier), suszone kawałki owoców (morela, gruszka, brzoskwinia, daktyl, figa, jabłko, śliwka) płatki kukurydziane (kukurydza, cukier, sól kuchenna, ekstrakt słodu jęczmiennego), siemię lniane, nasiona słonecznika, orzechy laskowe.`en:nuts,en:soybeans`en:milk,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans````2254946
485729`miąższ orzechów`en:nuts`en:nuts,en:peanuts````2255174
485738`cukier, masło kakaowe, odtłuszczone mleko w proszku, pasta kakaowa, serwatka w proszku, masło zagęszczone, puree z orzechów laskowych, emulgator: lecytyny (ze słonecznika); naturalny aromat. Może zawierać śladowe ilości innych orzechów, soi, orzeszków ziemnych i glutenu. Przechowywać w suchym miejscu chronionym przed gorącem. Program kakaowy Fáirtrade umożliwia drobnym rolnikom czerpanie korzyści ze sprzedaży większej ilości kakao w ramach Fairtrade. Odwiedź www.info.fairtrade.net/program.`en:gluten,en:milk,en:nuts,en:peanuts,en:soybeans`en:gluten,en:nuts,en:peanuts,en:soybeans`e322```2255183
486279`_mleko_ odtłuszczone, cukier, serwatka (z _mleka_), tłuszcz kokosowy, syrop glukozowo-fruktozowy, tłuszcz kakaowy, 6% kawałki _migdałów_, tłuszcz _mleczny_, _mleko_ w proszku odtłuszczone, miazga kakaowa, emulgatory: mono - i diglicerydy kwasów tłuszczowych, lecytyny, polirycynooleinian poliglicerolu; stabilizatory: mączka chleba świętojańskiego, guma guar; naturalny aromat wanilii, koncentrat z marchwi, mielona laska wanilii, naturalny aromat waniliowy.  Może zawierać inne orzechy.``en:nuts`e322,e412,e471,e476```2255724
486368`Cukier, syrop glukozowy, 26% czekolada couverture (cukier, miazga kakaowa, tłuszcz kakaowy, emulgatory: lecytyny (z _soi_), E476; aromat), woda, oleje roślinne (palmowy, rzepakowy, kokosowy, częściowo utwardzony palmowy - w zmiennych proporcjach), _masło_, białko _jaja_ w proszku, substancja żelująca: agar; _mleko_ zagęszczone słodzone (_mleko_, cukier), regulator kwasowości: kwas cytrynowy; emulgatory: mono - i diglicerydy kwasów tłuszczowych, lecytyny; substancja konserwująca: sorbinian potasu, barwnik: karoteny; naturalny aromat waniliowy, aromat. Może zawierać orzeszki arachidowe i inne orzechy.``en:nuts,pl:orzeszki-arachidowe`e160a,e202,e322,e330,e406,e471,e476```2255813
487275`ryż na mleku (70% _mleko_ pełne, 9% ryż, substancja zagęszczająca: karagen; aromat), sos czekoladowy (woda, 18% czekolada [cukier, kakao w proszku, miazga kakaowa, tłuszcz kakaowy, _laktoza_ (z _mleka_), słodka serwatka w proszku (z _mleka_), emulgator: lecytyny (zawierają _soję_), syrop glukozowo-fruktozowy, skrobia modyfikowana, _mleko_ w proszku pełne, sól, substancja zagęszczająca: karagen, aromat).`en:milk,en:soybeans``e14xx,e322,e407```2256720
487338`makaron z semoliny z _pszenicy_ durum (63,5 %) (semolina z pszenicy durum); koncentrat pomidorowy podwójnie skoncentrowany (pomidory); mieszanka przypraw (sól, cebula, dekstroza z _pszenicy_, tłuszcz palmowy, cukier. czosnek, substancja wzmacniająca smak i zapach: glutaminian sodu, skrobia _pszenna_, natka pietruszki, _seler_, marchew. białka mleka); tarty ser żółty twardy (substancja konserwująca: lizozym z _jaj_).``en:celery`e621```2256783
487446`_Mleko_, stabilizatory: karagen, fosforany sodu.`en:milk``e407```2256891
488061`Woda, cukier, sok pomarańczowy z zagęszczonego soku (3%) dwutlenek węgla, regulator kwasowości: kwas cytrynowy, przeciwutleniacz: kwas askorbinowy, aromaty, stabilizator, maczka chleba Świętojańskiego, barwnik beta-karoten.```e160ai,e300,e330```2257506
488075`cukier, suszony kokos (22%), syrop glukozowy, woda, tłuszcz kakaowy, odtłuszczone mleko w proszku, miazga kakaowa, substancja utrzymująca wilgoć (sorbitol), olej maślany (mleko), serwatka w proszku (mleko), emulgator lecytyna), sól, aromat. Czekolada mleczna: kakao minimum 27%. Może zawierać śladowe ilości glutenu, orzeszków ziemnych, soi i orzechów.`en:milk`en:gluten,en:nuts,en:peanuts,en:soybeans`e322i,e420```2257520
488380`Żelatyna spożywcza wieprzowa. Żelatyna zdatna do spożycia przez ludzi. Może zawierać soję, mleko, pszenicę i orzechy laskowe.``en:gluten,en:milk,en:nuts,en:soybeans````2257825
488382`Mąka _pszenna_, tortowa, typ 450`en:gluten`````2257827
488384`Mąka _pszenna_ - typ 650`en:gluten`````2257829
488474`Ryż biały długoziarnisty``````2257919
488496`Bazylia suszona.  Produkt może zawierać: zboża zawierające gluten (pszenica (w tym orkisz i pszenica khorasan), żyto, jęczmień, owies), jaja, mleko (łącznie z laktoza), soję, gorczycę, seler, orzeszki ziemne i sezam.``en:celery,en:eggs,en:gluten,en:milk,en:mustard,en:peanuts,en:sesame-seeds,en:soybeans````2257941
488588`60% pieczarki (Agaricus bisporus), woda, ocet spirytusowy, cukier, sól, marchew, cebula, _gorczyca_, pieprz czarny kwas: kwas cytrynowy, przeciwutleniacz: kwas askorbinowy; aromat. Może zawierać siarczyny.`en:mustard`en:sulphur-dioxide-and-sulphites`e300,e330```2258033
488597`Woda 100%``````2258042
488642`Kawa mielona, palona, pakowana próżniowo. 100% Arabika.``````2258087
488800`mięso wieprzowe, skrobia ziemniaczana, sól, glukoza, cukier, przyprawy, aromaty, regulator kwasowości: kwas cytrynowy, substancja konserwująca: azotyn sodu,``en:celery,en:gluten,en:milk,en:mustard,en:soybeans`e250,e330```2258245
488816`mleko odtłuszczone, bita śmietana 18%, przecier truskawkowy 14%, cukier, syrop glukozowo-fruktozowy, produkt serwatkowy, 5% truskawki, syrop glukozowy, dekstroza, emulgator: mono- i diglicerydy kwasów tłuszczowych*`en:milk`en:gluten,en:nuts,en:peanuts,en:soybeans````2258261
489189`mięso wieprzowe (90%), woda, skrobia ziemniaczana, sól, przyprawy, hydrolizat białka rzepakowego i kukurydzianego, przeciwutleniacz: askorbinian sodu, ekstrakty przypraw, aromaty, błonnik _pszenny_ bezglutenowy, białko wieprzowe kolagenowe, glukoza, substancja konserwująca: azotyn sodu, jelito wieprzowe (osłonka).  Może zawierać produkty pochodne mleka (łącznie z laktozą), soję, pochodne zbóż zawierające gluten (pszenicy, jęczmienia i owsa), seler i gorczyce.`en:gluten`en:celery,en:gluten,en:milk,en:mustard,en:soybeans`e250,e301```2258634
489215`Jajka`en:eggs`````2258660
489224`_Mleko_ świeże pasteryzowane bez laktozy.``````2258669
489243`PARÓWKI WIEPR Parówki wieprzowe homogenizowane, wędzone, parzone, w osłonce niejadalnej. Składniki: 83% mięso wieprzowe, woda, sól, przyprawy, ekstrakty przypraw, aromaty, błonnik grochowy, błonnik pszenny bezglutenowy, błonnik z babki jajowatej, stabilizator: trifosforany; przeciwutleniacz: kwas izoaskorbinowy; substancja konserwująca: azotyn sodu. Możliwa obecność: selera, soi, gorczycy, mleka (łącznie z laktoza) i ich pochodnych. Pakowane próżniowo. Po otwarciu opakowania przechowywać w lodówce, spożyć w ciągu 2 dni. Wyprodukowano w Polsce. L DL``en:celery,en:milk,en:mustard,en:soybeans````2258688
489274`Ocet spirytusowy - 10% kwasowości.``````2258719
489449`38% bazylia, olej słonecznikowy, 11% oliwa z oliwek, 5% orzechy nerkowca, 4,7% ser (mleko krowie, sól, twaróg, substancja konserwująca: izoenzym jajeczny), 4% jogurt, aromaty, sól kuchenna, cukier, 1,3% Pecorino Ser Romano z chronioną nazwą pochodzenia, 1% nasiona sosny, 1% czosnek, zakwaszacz: kwas mlekowy, Może zawierać inne orzechy, orzeszki ziemne, ryby, seler i siarczyny`en:eggs,en:milk,en:nuts,pl:Ser`en:celery,en:fish,en:nuts,en:peanuts,en:sulphur-dioxide-and-sulphites`e270```2258894
490072`Cukier, miazga kakaowa, tłuszcz kakaowy, śmietanka w proszku 14%, mleko pełne w proszku 5%, emulgator: lecytyny słonecznikowe, naturalny aromat waniliowy, kakao: co najmniej 46%`en:milk`en:eggs,en:gluten,en:nuts````2259517
490400`_Mleko_ pasteryzowane, sól, podpuszczka mikrobiologiczna, bakterie fermentacji kwasu mlekowego (zawierają _laktozę_ (z _mleka_)).`en:milk,pl:Laktoza`````2259845
490896`60%* filety z makreli ze skórą (Scomber scombrus), sos pomidorowy: woda, koncentrat pomidorowy (30% w sosie), cukier, olej rzepakowy, błonnik _pszenny_, sól, substancja zagęszczająca: É1422; mąka _pszenna_, naturalny aromat papryki, ekstrakty przypraw (w tym _seler_), pieprz czarny, korzeń pietruszki, cebula suszona. * Zmiana masy w gotowym produkcie wynika z zastosowanego procesu obróbki cieplnej.`en:celery,en:fish,en:gluten`````2260341
492499`cukier, syrop glukozowy, 19% czekolada [cukier, miazga kakaowa, tłuszcz kakaowy, tłuszcze roślinne: palmowy, shea (z masłosza Parka) w zmiennych proporcjach; kakao w proszku o obniżonej zawartości tłuszczu, emulgatory: lecytyny (z _soi_), E476; aromat], woda, 6,6% sok wiśniowy z zagęszczonego soku wiśniowego, substancja utrzymująca wilgoć: sorbitole; regulator kwasowości: kwas cytrynowy; substancja żelująca: pektyny; stabilizator: cytryniany sodu; aromat.  Może zawierać orzeszki arachidowe, inne orzechy, mleko, gluten i białko jaj.`en:soybeans`en:eggs,en:gluten,en:milk,en:nuts,pl:orzeszki-arachidowe`e322,e330,e331,e420,e440,e476```2261944
492615`Papryka ostra mielona. Produkt może zawierać: zboża zawierające gluten [pszenica (W tym orkisz i pszenica khorasan), żyto, jęczmień, owies], jaja, mleko (łącznie z laktozą), soję, gorczycę, seler, orzeszki ziemne i sezam.``en:celery,en:eggs,en:gluten,en:milk,en:mustard,en:peanuts,en:sesame-seeds,en:soybeans````2262060
492616`Papryka słodka mielona. Produkt może zawierać: zboża zawierające gluten [pszenica (w tym orkisz i pszenica khorasan), żyto, jęczmień, owies], jaja, mleko (łącznie z laktoza), soję, gorczycę, seler, orzeszki ziemne i sezam.``en:celery,en:eggs,en:gluten,en:milk,en:mustard,en:peanuts,en:sesame-seeds,en:soybeans````2262061
492927`FR/B Częściowo organiczny sok legjrne9 z koncentratu pomidorowego, urotte, bcgerave, selera, pardellanenta chcucroutg z kwasem mlekowym, soli morskiej, pastalizowany. • „Składniki sok szpachlowy z > koncentratem 25,5% sok z marchwi, 4% sok z buraków fermentowanych kwasem mlekowym, „3% sok dev; € élerii; 3 sok z kapusty kiszonej 112 * 97962 kapusta fermentowana z kwasem mlekowym (F salt dener), 0,9% sok z cytryny na bazie: concefitré, Ot6% sok z soli morskiej • èressonl i. juice Ydewpersilii lisso de? rappprtév atr produkt gotowy „Aliter przed otwarciem, Aon otwarty,``````2262372
492939`60% koncentrat pomidorowy (co odpowiada 192 g pomidara na 100 g ketchupu), cukier, ocet spirytusowy, sól, skrobia kukurydziana modyfikowana, naturalne aromaty (zawierają seler), przyprawy, zioła.``````2262384
492940`59% koncentrat pomidorowy (co odpowiada 198 g pomidorów na 100 g ketchupu), cukier, ocet spirytusowy, sól, skrobia kukurydziana modyfikowana, naturalne aromaty (zawierają seler).``````2262385
493035`olej rzepakowy, woda, cukier, 5% czosnek, cebula, ocet spirytusowy, żółtko _jaja_, musztarda (woda, ocet spirytusowy, _gorczyca_, sól), sól, skrobia modyfikowana kukurydziana, zioła, sok cytrynowy z zagęszczonego soku cytrynowego, substancja zagęszczająca: guma ksantanowa, regulator kwasowości: kwas cytrynowy,`en:eggs,en:mustard``e330,e415```2262480
493054`_Serek_ śmietankowy, białka _mleka_, 0,7% cebula, 0,3% szczypiorek, sól, aromat.``````2262499
493137`mięso drobiowe (mięso z kurczaka, mięso z indyka), mięso wieprzowe, tłuszcz wieprzowy, skrobia, sól, przyprawy, ekstrakty przypraw, aromaty (w tym aromat dymu wędzarniczego), glukoza, cukier, serwatka z _mleka_, białko wieprzowe, regulator kwasowości: mleczan wapnia, stabilizatory: octany sodu, cytryniany sodu; wzmacniacz smaku: glutaminian monosodowy, przeciwutleniacz: askorbinian sodu, substancja konserwująca: azotyn sodu.  Osłonka jadalna - substancja żelująca: alginian sodu, stabilizatory: celuloza, chlorek wapnia.  Może zawierać: soję, zboża zawierające gluten, orzechy, seler, gorczycę.`en:milk`en:celery,en:gluten,en:mustard,en:nuts,en:soybeans`e250,e262,e301,e327,e331,e401,e460,e621```2262582
493143`Mąka _pszenna_, sól, drożdże.``````2262588
493275`ziarna kukurydzy bez GMO (pochodzenie: Francja), woda, sól.``````2262720
494464`mąka _pszenna 81,4%, olej palmowy, drożdże, sól spożywcza jodowana 2,6% (sól kuchenna, jodan potasu), oliwa z oliwek extra virgin 1,4%, mąka słodowa _pszenna_, rozmaryn 0,9%, ekstrakt słodowy z orge_, aromat naturalny`en:gluten`en:sesame-seeds,en:soybeans``huile-de-palme``2263909
494579`42% mięso wieprzowe, 23% mięso z kury, woda, panierka (mąka _pszenna_), cebula, woda, 3,6% _jaja_, czosnek, sól peklującej azotynowa (sól, substancja konserwująca: azotyn sodu), 0,9% kminek, majeranek, stabilizator: trifosforany, cukier karmelizowany. Może zawierać mleko i seler.``en:celery,en:milk`e250```2264024
494862`Groszek zielony, woda, cukier, sól.``````2264307
495081`pomidory obrane krojone 65%, sok pomidorowy, cukier, sól, bazylia 0.05%, oregano 0.05%, kwas cytrynowy,```e330```2264526
495169`Suszone pomidory 45%, olej słonecznikowy 45%, oliwa z oliwek 5%, kapary 2%, przyprawy, czosnek, ocet winny (zawiera _siarczyny_), sól, cukier, kwas: kwas mlekowy, przeciwutleniacz: kwas askorbinowy.`en:sulphur-dioxide-and-sulphites``e270,e300```2264614
495748`45% mieszanka owocowa (14,5% sułtanki [sultanki, sułtanki, oleje roślinne (słonecznikowy, bawełniany)], 6% rodzynki [rodzynki, olej słonecznikowy], 5,8% kawałki gotowanych bananów i na słodko [banany, tłuszcz kokosowy, cukier, naturalny aromat ], 5,2% suszone daktyle [daktyle, mąka ryżowa], 5% kawałki kandyzowanego ananasa [ananas, cukier, regulator kwasowości: kwas cytrynowy; przeciwutleniacz: dwutlenek siarki], 5% prażone płatki kokosowe, 3,5% kandyzowane papaja [papaja, cukier , przeciwutleniacz: dwutlenek siarki]), 34,5% płatki jęczmienne, 10,5% płatki owsiane, 5% prażone i słodowane płatki zbożowe (pszenny, słód jęczmienny), 2,3% pestki dyni, 1% migdały, 1% orzechy pekan, 0,8% orzechy laskowe.`en:gluten,en:nuts,en:sulphur-dioxide-and-sulphites`en:milk,en:nuts,en:soybeans`e220,e330``huile-vegetale`2265193
496046`Kasza gryczana prażona``````2265491
496196`Soczewica czerwona.  Może zawierać gluten.``en:gluten````2265641
496198`Soczewica zielona.  Może zawierać gluten.``en:gluten````2265643
496202`Ciecierzyca.  Może zawierać gluten.``en:gluten````2265647
496324`_mleko_ odtłuszczone, cukier, koncentrat serwatki (z _mleka_), tłuszcze roślinne (kokosowy, palmowy, w zmiennych proporcjach), syrop glukozowy, 1,5% kakao w proszku o obniżonej zawartości tłuszczu, _mleko_ w proszku odtłuszczone, 0,5% czekolada mleczna (cukier, tłuszcz kakaowy, miazga kakaowa, _mleko_ w proszku pełne, bezwodny tłuszcz _mleczny_, tłuszcz kokosowy, emulgatory: lecytyny (z _soi_), polirycynooleinian poliglicerolu; aromat), emulgator: mono - i diglicerydy kwasów tłuszczowych; stabilizatory: guma guar, mączka chleba świętojańskiego; 0,25% _śmietanka_ w proszku, aromat.`en:milk,en:soybeans,pl:śmietanka`en:eggs,en:gluten,en:peanuts`e322,e412,e471,e476```2265769
496390`_mleko_ odtłuszczone, cukier, serwatka (z _mleka_), tłuszcz kokosowy, miazga kakaowa, syrop glukozowo-fruktozowy, tłuszcz kakaowy, kakao w proszku o obniżonej zawartości tłuszczu, tłuszcz _mleczny_, 2% ziarna kakao, _mleko_ w proszku odtłuszczone, emulgatory: mono - i diglicerydy kwasów tłuszczowych, lecytyny, polirycynooleinian poliglicerolu; stabilizator: alginian sodu; _mleko_ w proszku pełne, naturalny aromat waniliowy.  Może zawierać orzechy.`en:milk`en:nuts`e322,e401,e471,e476```2265835
496604`woda, masło, set podpuczkowy dojrzewający, mleko w proszku odtłuszczone, E450, E452, E339,```e339,e450,e452```2266049
496605`woda, _masło_, _ser_ podpuszczkowy dojrzewający, _mleko_ w proszku odtłuszczone, 5% szynka wieprzowa konserwowa (mięso wieprzowe, woda, białko zwierzęce, substancja konserwująca E250, przeciwutleniacz E316, wzmacniacz smaku E621, stabilizatory: E450, E451, E452), sole emulgujące: E450, E452, E339; naturalny dym uwodniony, sól.`en:milk``e250,e316,e339,e450,e451,e452,e621```2266050
497009`52% masa sezamowa (zmielone nasiona _sezamu_), syrop glukozowo - fruktozowy, olej roślinny (olej palmowy), ekstrakt z mydlnicy lekarskiej, aromat: wanilina`en:sesame-seeds`en:nuts,en:peanuts````2266454
497029`mąka z _pszenicy_ zwyczajnej, przyprawa: kurkuma.  Produkt może zawierać jaja.``en:eggs````2266474
497634`Pomme Czerwone Pyszne.``````2267079
497996`Naturalna woda mineralna nienasycona dwutlenkiem węgla (niegazowana), średniozmineralizowana.``````2267441
498533`cukier, aromaty: etylowanilina i wanilina.  Może zawierać pszenicę, soję, mleko.``en:gluten,en:milk,en:soybeans````2267978
498584`Sugar, _Wheat_ Flour, Palm Fat, Glucose Syrup, Cocoa Butter, Condensed Skimmed _Milk_, Whole _Milk_ Powder, Cocoa Mass, Humectant: Sorbitol Syrup; Lactose (_Milk_), Whey Powder (_Milk_), Caramelised Sugar Syrup, Salt, Cream Powder (_Milk_), Emulsifier: _Soya _Lecithins; Fat Reduced Cocoa Powder, _Barley_ Malt Extract, Raising Agent: Sodium Bicarbonate; Vanilla Extract. Milk chocolate contains: Cocoa Solids 27% minimum, Milk Solids 24% minimum. Allergy advice: May contain traces of Peanuts, Nuts and Egg. Suitable for vegetarians. No artificial flavourings, preservatives or colours.`en:gluten,en:milk,en:soybeans`en:eggs,en:nuts,en:peanuts,en:soybeans`e322,e420ii,e500ii```2268029
498939`Margaryna półtłusta. Produkt do smarowania pieczywa. Zawartość tłuszczu: 40%. Składniki: woda, oleje i tłuszcze roślinne (rzepakowy, palmowy, kokosowy, słonecznikowy w zmiennych proporcjach), masło z _mleka_ (1%), sól (1%), emulgatory (mono - i diglicerydy kwasów tłuszczowych, polirycynooleinian poliglicerolu), substancja konserwująca (sorbinian potasu), regulator kwasowości (kwas cytrynowy), aromat, barwnik (karoteny), witaminy (A, D).```e160a,e202,e330,e471,e476```2268384
498940`Tłuszcz roślinny do smarowania 20%. Składniki: woda, oleje i tłuszcze roślinne (rzepakowy, palmowy, kokosowy), sól (1% ), emulgatory (mono - i diglicerydy kwasów konserwująca (sorbinian potasu), regulator kwasowości tłuszczowych, polirycynooleinian poliglicerolu), substancja (kwas cytrynowy), aromat, barwniki (annato, kurkumina), przeciwutleniacz (sól wapniowo-disodowa EDTA), substancje wzbogacające (witaminy: A, D). Produkt może zawierać _mleko_.``en:milk`e100,e160b,e202,e330,e476```2268385
499054`Śliwki suszone bez pestek 99,6%, olej słonecznikowy, substancja konserwująca: sorbinian potasu.  Produkt może zawierać orzeszki arachidowe i inne orzechy, seler, sezam, dwutlenek siarki oraz zboża zawierające gluten.``en:celery,en:gluten,en:nuts,en:sesame-seeds,en:sulphur-dioxide-and-sulphites,pl:orzeszki-arachidowe`e202```2268499
501110`90% nasiona słonecznika, olej palmowy. 1% sól jadalna. Może zawierać orzeszki ziemne, orzechy i gluten.``en:gluten,en:nuts,en:peanuts````2270555
501189`_Jaja_ 10 sztuk, klasa A, świeże. Jaja z chowu klatkowego. Klasa wagowa: L - duże: 73 g &gt; masa 2 63 g.`en:eggs`````2270634
501422`cukier, woda, miazga kakaowa, tłuszcz kakaowy, 1% zagęszczony sok pomarańczowy, laktoza (z mleka), bezwodny tłuszcz mleczny, kwas: kwas cytrynowy; emulgator: lecytyny (z soi), aromaty, 0,1% zagęszczony sok cytrynowy, regulator kwasowości: cytryniany sodu. Może zawierać gluten, inne orzechy i jaja.``en:eggs,en:nuts`e322,e330,e331```2270867
501496`woda, oleje roślinne (rzepakowy, słonecznikowy), tłuszcz palmowy, emulgatory mono - i diglicerydy kwasów tłuszczowych, polirycynooleinian poliglicerolu; 0,3% sól, aromaty maślane, barwnik: karoteny regulator kwasowości: kwas cytrynowy; witaminy A i D. Może zawierać: mleko.``en:milk`e330,e476```2270941
501497`cukier, nadzienie karmelowe słone [syrop glukozowy, _mleko_ zagęszczone słodzone (_mleko_, cukier), syrop cukru inwertowanego, tłuszcz kokosowy, cukier, substancja utrzymująca wilgoć: glicerol; tłuszcz _mleczny_, olej rzepakowy, sól, cukier palony, regulator kwasowości: fosforany sodu; emulgator: lecytyny (z _soi_); substancja zagęszczająca: karagen; naturalny aromat], _mleko_ w proszku pełne, tłuszcz kakaowy, tłuszcz roślinny [palmowy, shea (z masłosza Parka)] w zmiennych proporcjach, miazga kakaowa, _mleko_ w proszku odtłuszczone, 0,8% kawałki wafli (mąka _pszenna_, cukier, tłuszcz kokosowy, emulgator: lecytyny (z _soi_); skrobia _pszenna_, sól, naturalny aromat, substancja spulchniająca: węglany sodu], tłuszcz _mleczny_, sól, emulgator: lecytyny (z _soi_); ekstrakt z wanilii, naturalny aromat karmelowy (zawiera _mleko_), mączka _orzeszków arachidowych_.  Może zawierać inne orzechy, jaja i inne zboża zawierające gluten (jęczmień).  Czekolada mleczna: masa kakaowa minimum 32%.`en:gluten,en:milk,en:soybeans,pl:orzeszków arachidowych`en:eggs,en:gluten,en:nuts`e322,e407,e422,e500```2270942
