id^url^type^product_id
4379^https://static.openfoodfacts.org/images/products/001/011/001/001/front_bg.14.400.jpg^0^1773824
4624^https://static.openfoodfacts.org/images/products/001/031/118/1121/front_en.4.400.jpg^0^1774069
67112^https://static.openfoodfacts.org/images/products/003/398/400/2968/front_pl.40.400.jpg^0^1836557
241877^https://static.openfoodfacts.org/images/products/00832519/front_pl.16.400.jpg^0^2011322
271283^https://static.openfoodfacts.org/images/products/020/003/000/8445/front_pl.4.400.jpg^0^2040728
271531^https://static.openfoodfacts.org/images/products/020/003/015/4289/front_en.8.400.jpg^0^2040976
292184^https://static.openfoodfacts.org/images/products/021/167/100/1184/front_en.3.400.jpg^0^2061629
307329^https://static.openfoodfacts.org/images/products/0260/front_es.3.400.jpg^0^2076774
310602^https://static.openfoodfacts.org/images/products/02751153/front_pl.4.400.jpg^0^2080047
316895^https://static.openfoodfacts.org/images/products/03011171/front_en.7.400.jpg^0^2086340
316899^https://static.openfoodfacts.org/images/products/03011270/front_en.3.400.jpg^0^2086344
316900^https://static.openfoodfacts.org/images/products/03011300/front_en.5.400.jpg^0^2086345
316903^https://static.openfoodfacts.org/images/products/03011355/front_en.3.400.jpg^0^2086348
316908^https://static.openfoodfacts.org/images/products/03011454/front_en.5.400.jpg^0^2086353
316951^https://static.openfoodfacts.org/images/products/03018675/front_en.3.400.jpg^0^2086396
316975^https://static.openfoodfacts.org/images/products/03023594/front_en.3.400.jpg^0^2086420
317632^https://static.openfoodfacts.org/images/products/03201985/front_en.6.400.jpg^0^2087077
317697^https://static.openfoodfacts.org/images/products/03223529/front_en.3.400.jpg^0^2087142
317792^https://static.openfoodfacts.org/images/products/03243169/front_en.5.400.jpg^0^2087237
317802^https://static.openfoodfacts.org/images/products/03245224/front_en.10.400.jpg^0^2087247
317814^https://static.openfoodfacts.org/images/products/03246603/front_en.3.400.jpg^0^2087259
317828^https://static.openfoodfacts.org/images/products/03249321/front_en.3.400.jpg^0^2087273
317850^https://static.openfoodfacts.org/images/products/03251416/front_en.5.400.jpg^0^2087295
317855^https://static.openfoodfacts.org/images/products/03252741/front_en.3.400.jpg^0^2087300
317880^https://static.openfoodfacts.org/images/products/03257012/front_en.10.400.jpg^0^2087325
317892^https://static.openfoodfacts.org/images/products/03258088/front_en.5.400.jpg^0^2087337
317907^https://static.openfoodfacts.org/images/products/03260197/front_en.3.400.jpg^0^2087352
317939^https://static.openfoodfacts.org/images/products/03265819/front_en.3.400.jpg^0^2087384
317951^https://static.openfoodfacts.org/images/products/03266106/front_en.3.400.jpg^0^2087396
317957^https://static.openfoodfacts.org/images/products/03266205/front_en.13.400.jpg^0^2087402
318016^https://static.openfoodfacts.org/images/products/03272466/front_en.5.400.jpg^0^2087461
318054^https://static.openfoodfacts.org/images/products/03279144/front_en.3.400.jpg^0^2087499
