id^name^description
1^e100^kurkumina
2^e101i^ryboflawina
3^e101a^5′-fosforan ryboflawiny
4^e102^tartrazyna
5^e103^rezorcyna
6^e104^żółcień chinolinowa
7^e105^żółcień trwała AB
8^e106^sól sodowa fosforanu-5′-ryboflawiny
9^e107^żółcień 2G
10^e110^żółcień pomarańczowa FCF
11^e1103^inwertaza
12^e1105^lizozym
13^e111^oranż GGN
14^e120^kwas karminowy (koszenila)
15^e1200^polidekstroza
16^e1201^poliwinylopirolidon
17^e1202^poliwinylopirolidonon
18^e1203^alkohol poliwinylowy
19^e1204^pullulan
20^e1205^zasadowy kopolimer metakrylanu
21^e121^lakmus
22^e122^azorubina (karmoizyna)
23^e123^amarant
24^e124^czerwień koszenilowa A (pąs 4R)
25^e125^szkarłat GN
26^e126^pąs 6R
27^e127^erytrozyna
28^e128^czerwień 2G
29^e129^czerwień allura
30^e130^błękit indantrenowy RS
31^e131^błękit patentowy V
32^e132^indygokarmin
33^e133^błękit brylantowy FCF
34^e140^chlorofile
35^e1400^dekstryna
36^e1401^skrobia modyfikowana kwasami
37^e1402^skrobia modyfikowana zasadami
38^e1403^skrobia bielona
39^e1404^skrobia utleniona
40^e1405^skrobia modyfikowana enzymatycznie
41^e141^kompleksy miedziowe chlorofili i chlorofilin
42^e1410^fosforan monoskrobiowy
43^e1411^glicerol diskrobiowy
44^e1412^fosforan diskrobiowy
45^e1413^fosforanowany fosforan diskrobiowy
46^e1414^acetylowany fosforan diskrobiowy
47^e142^zieleń S
48^e1420^skrobia acetylowana
49^e1422^acetylowany adypinian diskrobiowy
50^e1423^acetylowany glicerol diskrobiowy
51^e1440^hydroksypropyloskrobia
52^e1442^hydroksypropylofosforan diskrobiowy
53^e1450^sól sodowa oktenylobursztynianu skrobiowego
54^e1451^acetylowana skrobia utleniona
55^e1452^sól glinowa oktenylobursztynianu skrobiowego
56^e1505^cytrynian trietylu
57^e150a^karmel
58^e150b^karmel siarczynowy
59^e150c^karmel amoniakalny
60^e150d^karmel amoniakalno-siarczynowy
61^e151^czerń PN
62^e1510^Etanol, alkohol etylowy
63^e1517^dioctan glicerolu
64^e1518^trioctan glicerolu
65^e1519^alkohol benzylowy
66^e152^czerń 7984
67^e1520^propano-1,2-diol
68^e1521^glikol polietylenowy
69^e153^węgiel roślinny
70^e154^brąz FK
71^e155^brąz HT
72^e160a^karoteny
73^e160b^annato
74^e160c^kapsaicyna
75^e160d^likopen
76^e160e^β-apo-8′-karotenal
77^e160f^ester etylowy kwasu β-apo-8′-karotenowego
78^e161a^flawoksantyna
79^e161b^luteina
80^e161c^kryptoksantyna
81^e161d^rubiksantyna
82^e161e^wiolaksantyna
83^e161f^rodoksantyna
84^e161g^kantaksantyna
85^e161h^zeaksantyna
86^e161i^cytranaksantyna
87^e161j^astaksantyna
88^e162^czerwień buraczana;ekstrakt z buraka
89^e163^antocyjany
90^e163(i)^wyciąg ze skórki winogrona
91^e163(ii)^mieszanina antocyjanów
92^e163(iii)^wyciąg z porzeczki czarnej
93^e163a^cyjanidyna
94^e163b^delfinidyna
95^e163c^malwidyna
96^e163d^pelargonidyna
97^e163e^peonidyna
98^e163f^petunidyna
99^e170^węglan wapnia
100^e171^tlenek tytanu(IV)
101^e172^tlenki żelaza
102^e173^glin
103^e174^srebro
104^e175^złoto
105^e180^czerwień litolowa BK
106^e181^taniny
107^e200^kwas sorbowy
108^e201^sorbinian sodu
109^e202^sorbinian potasu
110^e203^sorbinian wapnia
111^e209^Heptyl p-hydroxybenzoate
112^e210^kwas benzoesowy
113^e211^benzoesan sodu
114^e212^benzoesan potasu
115^e213^benzoesan wapnia
116^e214^p-hydroksybenzoesan etylu
117^e215^sól sodowa p-hydroksybenzoesanu etylu
118^e216^p-hydroksybenzoesan propylu
119^e217^propylo-p-hydroksybenzoesan sodu
120^e218^p-hydroksybenzoesan metylu
121^e219^sól sodowa p-hydroksybenzoesanu metylu
122^e220^dwutlenek siarki
123^e221^siarczyn sodu
124^e222^wodorosiarczyn sodu
125^e223^pirosiarczyn sodu
126^e224^pirosiarczyn potasu
127^e225^siarczyn potasu
128^e226^siarczyn wapnia
129^e227^wodorosiarczyn wapnia
130^e228^wodorosiarczyn potasu
131^e230^bifenyl
132^e231^ortofenylofenol
133^e232^sól sodowa ortofenylofenolu
134^e233^tiabendazol
135^e234^nizyna
136^e235^natamycyna
137^e236^kwas mrówkowy
138^e237^mrówczan sodu
139^e238^mrówczan wapnia
140^e239^heksametylenotetraamina
141^e240^aldehyd mrówkowy, formaldehyd
142^e242^pirowęglan dimetylu
143^e249^azotyn potasu
144^e250^azotyn sodu
145^e251^azotan sodu
146^e252^azotan potasu
147^e260^kwas octowy
148^e261^octan potasu
150^e263^octan wapnia
151^e264^octan amonu
152^e265^kwas dehydrooctowy
153^e266^dehydrooctan sodu
154^e270^kwas mlekowy
155^e280^kwas propionowy
156^e281^propionian sodu
157^e282^propionian wapnia
158^e283^propionian potasu
159^e284^kwas borowy
160^e285^tetraboran sodu
161^e290^dwutlenek węgla
162^e296^kwas jabłkowy
163^e297^kwas fumarowy
164^e300^kwas askorbinowy
165^e301^askorbinian sodu
166^e302^askorbinian wapnia
167^e304^estry kwasów tłuszczowych i kwasu askorbinowego
168^e306^mieszanina tokoferoli
169^e307^α-tokoferol
170^e308^γ-tokoferol
171^e309^δ-tokoferol
172^e310^galusan propylu
173^e311^galusan oktylu
174^e312^galusan dodecylu
175^e315^kwas izoaskorbinowy
176^e316^izoaskorbinian sodu
177^e319^tert-butylohydrochinon (TBHQ)
178^e320^butylohydroksyanizol (BHA)
179^e321^butylohydroksytoluen (BHT)
180^e322^lecytyny
