id^name^description
181^e325^mleczan sodu
182^e326^mleczan potasu
183^e327^mleczan wapnia
184^e330^kwas cytrynowy
185^e331iii^cytrynian trisodu
186^e332iii^cytrynian tripotasu
187^e333iii^cytrynian triwapnia
188^e334^kwas L(+)-winowy
189^e335ii^winian disodu
190^e336ii^winian dipotasu
191^e337^Winian potasowo-sodowy
192^e338^kwas fosforowy
193^e339iii^fosforan trisodu
194^e340iii^fosforan tripotasu
195^e341iii^fosforan triwapnia
196^e343iii^fosforan trimagnezu
197^e350ii^jabłczan disodu
198^e351^jabłczan potasu
199^e352ii^dijabłczan wapnia
200^e353^kwas metawinowy
201^e354^winian wapnia
202^e355^kwas adypinowy
203^e356^adypinian sodu
204^e357^adypinian potasu
205^e363^kwas bursztynowy
206^e380^cytrynian triamonowy
207^e385^sól wapniowo-dwusodowa EDTA
208^e391^kwas fitowy
209^e392^ekstrakty z rozmarynu (wyciągi z rozmarynu)
210^e400^kwas alginowy
211^e401^alginian sodu
212^e402^alginian potasu
213^e403^alginian amonu
214^e404^alginian wapnia
215^e405^alginian glikolu propylenowego
216^e406^agar
217^e407^karagen
218^e407a^przetworzone wodorosty morskie z gatunku Euchuema
219^e410^mączka chleba świętojańskiego
220^e412^guma guar
221^e413^tragakanta
222^e414^guma arabska (guma akacjowa)
223^e415^guma ksantanowa
224^e416^guma karaya
225^e417^guma tara
226^e418^guma gellan
227^e420ii^syrop sorbitolowy
228^e421^mannitol
229^e422^glicerol
230^e425^konjac
231^e426^hemiceluloza sojowa
232^e427^guma kasja
233^e431^stearynian polioksyetylenu (40)
234^e432^monolaurynian polioksyetylenosorbitolu (polisorbat 20)
235^e433^monooleinian polioksyetylenosorbitolu (polisorbat 80)
236^e434^monopalmitynian polioksyetylenosorbitolu (polisorbat 40)
237^e435^monostearynian polioksyetylenosorbitolu (polisorbat 60)
238^e436^tristearynian polioksyetylenosorbitolu (polisorbat 65)
239^e440^pektyny
240^e442^fosfatydy amonu
241^e444^octan izomaślanu sacharozy
242^e445^estry glicerolu i żywicy roślinnej
243^e450vii^diwodorodifosforan wapnia
244^e451ii^trifosforan pentapotasu
245^e452v^polifosforany amonu
246^e459^β-cyklodekstryna
247^e460^celuloza
248^e461^metyloceluloza
249^e462^etyloceluloza
250^e463^hydroksypropyloceluloza
251^e464^hydroksypropylometyloceluloza
252^e465^etylometyloceluloza
253^e466^karboksymetyloceluloza, sól sodowa karboksymetylocelulozy, guma celulozowa
254^e468^sól sodowa karboksymetylocelulozy usieciowana, guma celulozowa usieciowana
255^e469^enzymatycznie zhydrolizowana karboksymetyloceluloza, enzymatycznie zhydrolizowana guma celulozowa
256^e470a^sole sodowe, potasowe i wapniowe kwasów tłuszczowych
257^e470b^sole magnezowe kwasów tłuszczowych
258^e471^mono- i diglicerydy kwasów tłuszczowych
259^e472a^mono- i diglicerydy kwasów tłuszczowych estryfikowane kwasem octowym
260^e472b^mono- i diglicerydy kwasów tłuszczowych estryfikowane kwasem mlekowym
261^e472c^mono- i diglicerydy kwasów tłuszczowych estryfikowane kwasem cytrynowym
262^e472d^mono- i diglicerydy kwasów tłuszczowych estryfikowane kwasem winowym
263^e472e^mono- i diglicerydy kwasów tłuszczowych estryfikowane kwasem mono- i diacetylowinowym
264^e472f^mono- i diglicerydy kwasów tłuszczowych estryfikowane mieszaniną kwasu octowego i winowego
265^e473^estry sacharozy i kwasów tłuszczowych
266^e474^sacharoglicerydy
267^e475^estry kwasów tłuszczowych i poliglicerolu
268^e476^polirycynooleinian poliglicerolu
269^e477^estry kwasów tłuszczowych i glikolu propylenowego
270^e479b^termoutleniony olej sojowy z mono- i diglicerydami kwasów tłuszczowych
271^e481^stearoilomleczan sodu
272^e482^stearoilomleczan wapnia
273^e483^winian stearylu
274^e491^monostearynian sorbitolu
275^e492^tristearynian sorbitolu
276^e493^monolaurynian sorbitolu
277^e494^monooleinian sorbitolu
278^e495^monopalmitynian sorbitolu
279^e500iii^wodorodiwęglan trisodu
280^e501ii^wodorowęglan potasu
281^e502ii^wodorowęglan amonu
282^e504ii^wodorowęglan magnezu
283^e507^kwas chlorowodorowy
284^e508^chlorek potasu
285^e509^chlorek wapnia
286^e511^chlorek magnezu
287^e512^chlorek cyny(II)
288^e513^kwas siarkowy
289^e514ii^wodorosiarczan sodu
290^e515ii^wodorosiarczan potasu
291^e516^siarczan wapnia
292^e517^siarczan amonu
293^e520^siarczan glinu
294^e521^siarczan glinu sodu
295^e522^siarczan glinu potasu
296^e523^siarczan amonu glinu
297^e524^wodorotlenek sodu
298^e525^wodorotlenek potasu
299^e526^wodorotlenek wapnia
300^e527^woda amoniakalna
301^e528^wodorotlenek magnezu
302^e529^tlenek wapnia
303^e530^tlenek magnezu
304^e535^żelazocyjanek sodu
305^e536^żelazocyjanek potasu
306^e538^żelazocyjanek wapnia
307^e541^wodorofosforan glinu sodu
308^e551^ditlenek krzemu
309^e552^krzemian wapnia
310^e553a^krzemian magnezu
311^e553b^talk
312^e554^glinokrzemian sodu
313^e555^glinokrzemian potasu
314^e556^glinokrzemian wapnia
315^e558^bentonit
316^e559^krzemian glinu (kaolin)
317^e570^kwasy tłuszczowe
318^e574^kwas glukonowy
319^e575^lakton kwasu glukonowego
320^e576^glukonian sodu
321^e577^glukonian potasu
322^e578^glukonian wapnia
323^e579^glukonian żelaza(II)
324^e585^mleczan żelaza(II)
325^e586^4-heksylorezorcynol
326^e620^kwas glutaminowy
327^e621^glutaminian sodu
328^e622^glutaminian monopotasu
329^e623^diglutaminian wapnia
330^e624^glutaminian monoamonu
331^e625^diglutaminian magnezu
332^e626^kwas guanylowy
333^e627^guanylan disodowy
334^e628^guanylan dipotasu
335^e629^guanylan wapnia
336^e630^kwas inozynowy
337^e631^inozynian disodowy
338^e632^inozynian dipotasu
339^e633^inozynian wapnia
340^e634^5′-rybonukleotydy wapnia
341^e635^5′-rybonukleotydy disodu
342^e636^maltol
343^e637^etylmaltol
344^e639^alanina
345^e640^glicyna i jej sól sodowa
346^e641^leucyna
347^e642^chlorowodorek lizyny
348^e650^octan cynku
349^e900^dimetylopolisiloksan
350^e901^wosk pszczeli biały, wosk przczeli żółty
351^e902^wosk candelilla
352^e903^wosk carnauba
353^e904^szelak
354^e905^wosk mikrokrystaliczny
355^e907^uwodorniony poli-1-deken
356^e912^estry kwasu montanowego
357^e914^wosk polietylenowy utleniony
358^e920^L-cysteina
359^e927b^karbamid
360^e938^argon
361^e939^hel
362^e941^azot
363^e942^tlenek diazotu
364^e943a^butan
365^e943b^izobutan
366^e944^propan
367^e948^tlen
368^e949^wodór
369^e950^acesulfam K
370^e951^aspartam
371^e952^cyklaminiany
372^e953^izomalt
373^e954^sacharyna
374^e955^sukraloza
375^e957^taumatyna
376^e959^neohesperydyna DC
377^e960^glikozydy stewiolowe
378^e961^neotam
379^e962^sól aspartamu; sól acesulfamu
380^e965ii^syrop maltitolowy
381^e966^laktitol
382^e967^ksylitol
383^e968^erytrytol
384^e999^ekstrakt z Quillaia
385^e262i^octan sodu
386^e262ii^dioctan sodu
387^e331i^cytrynian monosodu
388^e331ii^cytrynian disodu
389^e332i^cytrynian monopotasu
390^e332ii^cytrynian dipotasu
391^e333i^cytrynian monowapnia
392^e333ii^cytrynian diwapnia
393^e335i^winian monosodu
394^e336i^winian monopotasu
395^e339i^fosforan monosodu
396^e339ii^fosforan disodu
397^e340i^fosforan monopotasu
398^e340ii^fosforan dipotasu
399^e341i^fosforan monowapnia
400^e341ii^fosforan diwapnia
401^e343i^fosforan monomagnezu
402^e343ii^fosforan dimagnezu
403^e350i^jabłczan monosodu
404^e352i^jabłczan monowapnia
405^e420i^sorbitol
406^e450i^difosforan disodu
407^e450ii^difosforan trisodu
408^e450iii^difosforan tetrasodu
409^e450iv^difosforan dipotasu
410^e450v^difosforan tetrapotasu
411^e450vi^difosforan diwapnia
412^e451i^trifosforan pentasodu
413^e452i^polifosforany sodu
414^e452ii^polifosforany potasu
415^e452iii^polifosforany sodu wapnia
416^e452iv^polifosforany wapnia
417^e500i^węglan sodu
418^e500ii^wodorowęglan sodu
419^e501i^węglan potasu
420^e502i^węglan amonu
421^e504i^węglan magnezu
422^e514i^siarczan sodu
423^e515i^siarczan potasu
424^e965i^maltitol
