id^energy_kj_100g^energy_kcal_100g^energy_100g^energy_from_fat_100g^fat_100g^saturated_fat_100g^butyric_acid_100g^caproic_acid_100g^caprylic_acid_100g^capric_acid_100g^lauric_acid_100g^myristic_acid_100g^palmitic_acid_100g^stearic_acid_100g^arachidic_acid_100g^behenic_acid_100g^lignoceric_acid_100g^cerotic_acid_100g^montanic_acid_100g^melissic_acid_100g^monounsaturated_fat_100g^polyunsaturated_fat_100g^omega_3_fat_100g^alpha_linolenic_acid_100g^eicosapentaenoic_acid_100g^docosahexaenoic_acid_100g^omega_6_fat_100g^linoleic_acid_100g^arachidonic_acid_100g^gamma_linolenic_acid_100g^dihomo_gamma_linolenic_acid_100g^omega_9_fat_100g^oleic_acid_100g^elaidic_acid_100g^gondoic_acid_100g^mead_acid_100g^erucic_acid_100g^nervonic_acid_100g^trans_fat_100g^cholesterol_100g^carbohydrates_100g^sugars_100g^sucrose_100g^glucose_100g^fructose_100g^lactose_100g^maltose_100g^maltodextrins_100g^starch_100g^polyols_100g^fiber_100g^soluble_fiber_100g^insoluble_fiber_100g^proteins_100g^casein_100g^serum_proteins_100g^nucleotides_100g^salt_100g^sodium_100g^alcohol_100g^vitamin_a_100g^beta_carotene_100g^vitamin_d_100g^vitamin_e_100g^vitamin_k_100g^vitamin_c_100g^vitamin_b1_100g^vitamin_b2_100g^vitamin_pp_100g^vitamin_b6_100g^vitamin_b9_100g^folates_100g^vitamin_b12_100g^biotin_100g^pantothenic_acid_100g^silica_100g^bicarbonate_100g^potassium_100g^chloride_100g^calcium_100g^phosphorus_100g^iron_100g^magnesium_100g^zinc_100g^copper_100g^manganese_100g^fluoride_100g^selenium_100g^chromium_100g^molybdenum_100g^iodine_100g^caffeine_100g^taurine_100g^ph_100g^fruits_vegetables_nuts_100g^fruits_vegetables_nuts_dried_100g^fruits_vegetables_nuts_estimate_100g^collagen_meat_protein_ratio_100g^cocoa_100g^chlorophyl_100g^carbon_footprint_100g^carbon_footprint_from_meat_or_fish_100g^glycemic_index_100g^water_hardness_100g^choline_100g^phylloquinone_100g^beta_glucan_100g^inositol_100g^carnitine_100g^product_id
241877^^^^^21^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^5.8^1.7^^^^^^^^^24^^^24^^^^2.3^0.92^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^2011322
310602^168^40^168^^0^0^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^9.5^6.7^^^^^^^^^^^^0.5^^^^0^0^^^^^^^0.031^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^2080047
316975^^38^159^^0.9^0.2^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^3^2.5^^^^^^^^^^^^3.6^^^^0.01^0.004^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^2086420
317632^815^^815^^19.5^4.1^^^^^^^^^^^^^^^12.1^2.2^^^^^^^^^^^^^^^^^^^1.9^0.5^^^^^^^^^3.4^^^1.9^^^^0^0^^^^^0.0032^^^^^^0.0004^^^^^0.0000011^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^2087077
317802^^17^71^^1^0^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^3^3^^^^^^^^^^^^5^^^^1^0.4^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^2087247
317814^^589^2464^^47.700000762939^3.5999999046326^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^9.3000001907349^7.1999998092651^^^^^^^^^^^^25.799999237061^^^^0.0099999997764826^0.00399999991059304^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^2087259
317828^^160^669^^7.3000001907349^1.3999999761581^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^0^0^^^^^^^^^^^^23.5^^^^1.1000000238419^0.44000000953676^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^2087273
317939^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^0^0^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^2087384
317957^42^175^42^^3^1^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^79^74^^^^^^^^^2.4^^^6^^^^1^0.4^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^2087402
